@relation KDDTrain-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.supervised.instance.Resample-B0.0-S1-Z18.0-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.supervised.instance.SMOTE-C2-K5-P1000.0-S1-weka.filters.supervised.instance.SMOTE-C2-K5-P500.0-S1-weka.filters.supervised.instance.SMOTE-C2-K5-P125.0-S1-weka.filters.supervised.instance.SMOTE-C3-K5-P500.0-S1-weka.filters.supervised.instance.SMOTE-C3-K5-P150.0-S1-weka.filters.supervised.instance.SMOTE-C4-K5-P800.0-S1-weka.filters.unsupervised.instance.Randomize-S42

@attribute duration numeric
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute wrong_fragment numeric
@attribute urgent numeric
@attribute hot numeric
@attribute num_failed_logins numeric
@attribute num_compromised numeric
@attribute root_shell numeric
@attribute su_attempted numeric
@attribute num_root numeric
@attribute num_file_creations numeric
@attribute num_shells numeric
@attribute num_access_files numeric
@attribute num_outbound_cmds numeric
@attribute count numeric
@attribute srv_count numeric
@attribute serror_rate numeric
@attribute class {adduser,hydraftp,hydrassh,javameter,meterpreter,webshell}

@data
5, 34, 19, 13, 4, 0, 37, 11, 21, 18, 14, 0, 3, 9, 7, 17, 17, 17, webshell
11, 11, 11, 0, 2, 1, 26, 46, 0, 0, 0, 101, 9, 24, 19, 0, 10, 20, adduser
6, 1, 0, 24, 24, 24, 19, 23, 25, 0, 0, 0, 1, 1, 16, 0, 96, 10, hydraftp
15, 6, 9, 0, 14, 8, 27, 27, 26, 0, 0, 0, 1, 5, 16, 0, 123, 20, hydrassh
5, 6, 11, 0, 10, 4, 47, 11, 0, 17, 17, 17, 4, 7, 26, 0, 8, 17, javameter
13, 14, 12, 0, 10, 0, 39, 46, 0, 0, 0, 0, 11, 11, 11, 0, 16, 22, meterpreter
6, 4, 16, 0, 21, 5, 54, 27, 0, 0, 0, 12, 2, 1, 28, 17, 17, 17, webshell
11, 11, 11, 31, 0, 0, 14, 6, 22, 10, 20, 17, 12, 14, 9, 21, 6, 8, adduser
4, 10, 0, 24, 24, 24, 14, 2, 24, 65, 10, 11, 8, 16, 1, 13, 13, 18, hydraftp
8, 20, 5, 106, 29, 0, 26, 26, 26, 16, 20, 13, 19, 60, 6, 17, 10, 13, hydrassh
8, 12, 7, 56, 1, 0, 9, 5, 30, 17, 17, 17, 13, 14, 6, 13, 10, 10, javameter
6, 14, 6, 48, 0, 0, 16, 2, 29, 13, 22, 12, 11, 11, 11, 15, 18, 11, meterpreter
16, 27, 5, 54, 16, 0, 18, 1, 55, 46, 17, 22, 20, 18, 9, 17, 17, 17, webshell
10, 10, 10, 22, 38, 47, 0, 23, 0, 6, 0, 0, 1, 1, 1, 0, 9, 20, adduser
31, 96, 65, 24, 24, 24, 10, 25, 8, 9, 0, 240, 6, 2, 2, 1, 0, 9, hydraftp
22, 123, 16, 26, 37, 17, 26, 26, 26, 20, 0, 138, 2, 0, 3, 0, 12, 9, hydrassh
14, 8, 17, 30, 32, 26, 238, 35, 1, 17, 16, 16, 38, 84, 20, 6, 14, 12, javameter
7, 16, 13, 29, 32, 13, 0, 35, 0, 5, 0, 0, 10, 10, 10, 0, 8, 19, meterpreter
44, 17, 46, 55, 55, 46, 0, 35, 1, 15, 0, 0, 4, 0, 2, 17, 17, 17, webshell
10, 10, 10, 65, 23, 0, 17, 0, 0, 6, 27, 15, 9, 18, 2, 20, 55, 7, adduser
69, 0, 1, 24, 24, 24, 13, 18, 72, 16, 17, 13, 20, 49, 24, 7, 28, 8, hydraftp
57, 8, 21, 73, 13, 8, 26, 25, 25, 7, 45, 20, 20, 34, 14, 14, 32, 12, hydrassh
11, 8, 8, 33, 31, 0, 11, 1, 0, 16, 16, 16, 12, 23, 10, 9, 25, 9, javameter
6, 3, 6, 62, 25, 0, 14, 0, 0, 3, 13, 10, 10, 10, 10, 21, 59, 14, meterpreter
25, 12, 12, 11, 42, 0, 14, 7, 0, 40, 39, 22, 23, 71, 21, 17, 17, 17, webshell
10, 10, 10, 0, 0, 0, 0, 20, 0, 20, 0, 17, 15, 3, 15, 2, 0, 2, adduser
0, 0, 6, 24, 23, 23, 2, 5, 17, 13, 0, 5, 44, 5, 13, 9, 15, 6, hydraftp
0, 3, 3, 0, 8, 13, 25, 25, 25, 12, 0, 9, 24, 1, 20, 16, 23, 20, hydrassh
4, 7, 3, 0, 0, 0, 5, 19, 0, 16, 16, 16, 33, 35, 16, 2, 3, 9, javameter
0, 2, 5, 0, 2, 0, 9, 27, 0, 11, 0, 8, 10, 10, 10, 7, 0, 3, meterpreter
0, 14, 10, 0, 3, 0, 11, 1, 0, 21, 0, 24, 73, 7, 22, 16, 16, 16, webshell
10, 10, 10, 46, 0, 0, 0, 11, 0, 23, 24, 7, 0, 3, 23, 2, 0, 2, adduser
11, 0, 0, 23, 23, 23, 45, 38, 13, 11, 14, 32, 0, 0, 22, 5, 6, 28, hydraftp
14, 6, 6, 27, 47, 1, 25, 24, 24, 17, 15, 62, 4, 8, 137, 4, 3, 11, hydrassh
9, 5, 5, 11, 0, 0, 4, 15, 0, 16, 16, 16, 40, 2, 26, 1, 4, 7, javameter
7, 17, 4, 46, 0, 0, 0, 5, 0, 21, 18, 14, 10, 10, 10, 3, 3, 0, meterpreter
20, 6, 2, 27, 5, 0, 1, 43, 4, 31, 31, 9, 0, 2, 26, 16, 16, 16, webshell
10, 10, 10, 0, 2, 0, 0, 15, 9, 11, 7, 17, 0, 4, 30, 0, 0, 0, adduser
4, 0, 1, 23, 22, 22, 14, 44, 1, 38, 12, 137, 5, 1, 16, 24, 27, 38, hydraftp
6, 8, 1, 4, 13, 0, 24, 24, 24, 24, 7, 162, 19, 1, 14, 29, 36, 48, hydrassh
7, 3, 4, 0, 3, 0, 1, 33, 1, 15, 15, 15, 4, 3, 26, 1, 2, 2, javameter
14, 5, 8, 0, 1, 0, 0, 10, 6, 5, 5, 18, 10, 10, 10, 0, 0, 0, meterpreter
6, 1, 1, 1, 5, 0, 7, 73, 1, 43, 29, 17, 9, 4, 42, 16, 16, 16, webshell
9, 9, 9, 0, 0, 8, 0, 0, 0, 8, 19, 0, 23, 3, 7, 0, 21, 0, adduser
15, 20, 12, 22, 22, 22, 102, 11, 15, 7, 15, 26, 20, 2, 5, 0, 1, 43, hydraftp
10, 20, 19, 1, 60, 12, 24, 23, 23, 15, 4, 43, 20, 2, 8, 0, 8, 84, hydrassh
10, 12, 18, 0, 0, 22, 0, 2, 3, 15, 15, 15, 25, 3, 4, 0, 13, 4, javameter
4, 10, 9, 0, 0, 9, 5, 3, 0, 15, 17, 0, 10, 10, 10, 0, 20, 0, meterpreter
18, 23, 19, 0, 5, 37, 3, 13, 16, 17, 20, 27, 35, 4, 4, 16, 16, 16, webshell
9, 9, 9, 29, 23, 0, 26, 0, 0, 8, 10, 6, 8, 0, 1464, 0, 0, 0, adduser
0, 3, 0, 22, 22, 22, 20, 1, 34, 12, 31, 7, 3, 0, 4, 186, 0, 2, hydraftp
0, 2, 12, 32, 137, 0, 23, 23, 22, 5, 22, 8, 2, 0, 8, 510, 0, 0, hydrassh
0, 5, 14, 47, 26, 0, 28, 0, 4, 14, 14, 14, 3, 34, 229, 1, 4, 1, javameter
0, 4, 8, 45, 10, 0, 23, 0, 3, 5, 7, 17, 10, 9, 9, 0, 0, 0, meterpreter
0, 1, 17, 44, 26, 0, 39, 3, 20, 12, 44, 5, 0, 0, 143, 16, 16, 16, webshell
9, 9, 9, 0, 0, 0, 0, 0, 10, 5, 75, 8, 9, 11, 0, 47, 14, 11, adduser
3, 2, 0, 22, 22, 22, 3, 30, 31, 11, 0, 8, 12, 20, 2, 32, 6, 0, hydraftp
18, 17, 5, 41, 43, 59, 22, 22, 22, 44, 0, 21, 19, 21, 25, 35, 8, 9, hydrassh
11, 3, 5, 3, 502, 1, 0, 0, 14, 14, 14, 14, 18, 18, 5, 29, 10, 11, javameter
15, 11, 11, 0, 0, 0, 0, 0, 7, 12, 0, 2, 9, 9, 9, 52, 18, 12, meterpreter
8, 3, 9, 14, 7, 4, 6, 0, 44, 14, 2, 12, 19, 23, 11, 16, 16, 16, webshell
9, 9, 9, 0, 31, 0, 0, 0, 16, 0, 9, 20, 0, 1, 0, 0, 11, 4, adduser
1, 9, 13, 22, 22, 22, 17, 17, 2, 0, 0, 11, 5, 6, 2, 229, 4, 5, hydraftp
2, 4, 2, 58, 113, 0, 22, 22, 22, 3, 12, 7, 14, 12, 5, 435, 8, 1, hydrassh
3, 2, 6, 2, 35, 0, 0, 0, 20, 14, 14, 14, 2, 1, 3, 7, 8, 1, javameter
7, 7, 8, 0, 19, 0, 0, 0, 21, 0, 8, 30, 9, 9, 9, 0, 6, 7, meterpreter
0, 11, 9, 12, 38, 0, 0, 0, 30, 0, 17, 21, 11, 3, 1, 16, 16, 15, webshell
9, 9, 9, 0, 0, 0, 19, 0, 4, 23, 20, 14, 0, 8, 0, 11, 7, 1, adduser
0, 1, 0, 21, 21, 21, 12, 1, 1, 8, 5, 16, 0, 22, 0, 11, 2, 9, hydraftp
0, 1, 5, 8, 6, 10, 22, 22, 22, 33, 19, 60, 2, 12, 0, 12, 10, 3, hydrassh
2, 4, 3, 3, 0, 1, 20, 0, 5, 14, 14, 14, 2, 22, 5, 12, 3, 7, javameter
6, 11, 12, 1, 0, 0, 30, 0, 3, 19, 19, 11, 9, 9, 9, 12, 13, 4, meterpreter
1, 2, 10, 1, 0, 0, 24, 0, 2, 27, 15, 18, 0, 37, 2, 15, 15, 15, webshell
9, 9, 9, 28, 0, 3, 0, 0, 0, 9, 0, 0, 3, 8, 5, 20, 0, 6, adduser
1, 0, 0, 21, 21, 21, 18, 49, 20, 8, 30, 0, 0, 11, 47, 5, 60, 9, hydraftp
24, 1, 3, 56, 27, 16, 22, 21, 21, 19, 4, 0, 1, 7, 39, 19, 199, 20, hydrassh
1, 3, 0, 32, 1, 7, 0, 12, 1, 14, 13, 13, 2, 10, 6, 14, 1, 17, javameter
6, 9, 4, 32, 0, 7, 0, 1, 0, 30, 1, 2, 9, 9, 9, 19, 0, 5, meterpreter
1, 1, 2, 56, 11, 25, 0, 2, 1, 18, 0, 0, 5, 18, 8, 15, 15, 15, webshell
9, 9, 8, 0, 0, 0, 0, 11, 5, 107, 7, 1, 6, 0, 16, 0, 0, 18, adduser
1, 8, 1, 21, 21, 21, 1, 20, 6, 0, 9, 28, 91, 5, 0, 0, 3, 18, hydraftp
6, 19, 0, 0, 37, 4, 21, 21, 21, 0, 34, 18, 120, 13, 15, 0, 54, 29, hydrassh
6, 14, 0, 0, 0, 0, 1, 18, 10, 13, 13, 13, 6, 6, 7, 0, 2, 34, javameter
11, 30, 6, 0, 0, 0, 0, 9, 5, 0, 17, 5, 9, 9, 9, 0, 4, 21, meterpreter
9, 18, 2, 0, 2, 0, 0, 23, 12, 21, 10, 23, 6, 11, 18, 14, 14, 14, webshell
8, 8, 8, 0, 0, 0, 10, 0, 8, 2, 21, 21, 5, 7, 5, 5, 4, 0, adduser
11, 33, 0, 21, 21, 21, 1, 0, 8, 5, 1, 13, 5, 0, 5, 11, 7, 0, hydraftp
2, 62, 0, 59, 0, 0, 21, 21, 21, 2, 8, 17, 6, 1, 15, 44, 2, 0, hydrassh
10, 6, 5, 0, 0, 0, 8, 2, 14, 13, 13, 13, 5, 4, 5, 14, 0, 0, javameter
6, 12, 0, 0, 0, 0, 6, 1, 2, 3, 20, 15, 9, 9, 9, 12, 3, 0, meterpreter
20, 20, 0, 5, 0, 0, 12, 1, 12, 6, 16, 17, 3, 1, 3, 14, 14, 14, webshell
8, 8, 8, 9, 0, 11, 16, 5, 0, 0, 23, 19, 8, 9, 4, 0, 3, 16, adduser
12, 7, 10, 20, 20, 20, 7, 11, 0, 0, 10, 5, 3, 0, 3, 9, 11, 13, hydraftp
5, 15, 2, 20, 21, 21, 21, 21, 21, 0, 40, 16, 9, 1, 3, 1, 7, 13, hydrassh
14, 15, 4, 12, 1, 18, 8, 5, 0, 13, 13, 13, 28, 3, 5, 376, 11, 22, javameter
5, 15, 4, 10, 0, 9, 6, 7, 0, 0, 23, 18, 9, 9, 9, 12, 3, 8, meterpreter
12, 17, 7, 23, 1, 23, 10, 3, 0, 0, 31, 18, 4, 1, 6, 14, 14, 14, webshell
8, 8, 8, 1, 26, 0, 46, 38, 36, 12, 0, 0, 3, 3, 3, 0, 0, 0, adduser
0, 22, 0, 20, 20, 20, 35, 32, 35, 8, 15, 344, 3, 7, 1, 22, 206, 0, hydraftp
0, 12, 4, 6, 23, 43, 21, 21, 21, 19, 1, 470, 5, 7, 4, 41, 591, 0, hydrassh
2, 22, 7, 6, 28, 0, 47, 27, 25, 13, 12, 12, 1, 7, 0, 3, 0, 1, javameter
0, 9, 12, 8, 23, 0, 39, 31, 28, 11, 6, 0, 9, 9, 9, 0, 0, 0, meterpreter
3, 37, 6, 7, 39, 11, 75, 186, 420, 20, 9, 19, 0, 8, 316, 14, 14, 14, webshell
8, 8, 8, 0, 21, 8, 0, 0, 18, 0, 9, 67, 4, 0, 0, 10, 0, 0, adduser
9, 8, 18, 20, 20, 20, 26, 37, 19, 49, 20, 0, 9, 7, 19, 0, 0, 0, hydraftp
6, 21, 13, 58, 14, 3, 21, 21, 21, 21, 20, 0, 59, 7, 2, 3, 0, 0, hydrassh
7, 14, 10, 0, 30, 9, 0, 1, 32, 12, 12, 12, 5, 338, 55, 7, 0, 0, javameter
5, 2, 11, 0, 19, 7, 0, 0, 13, 1, 10, 0, 8, 8, 8, 2, 0, 0, meterpreter
5, 12, 17, 5, 42, 22, 0, 0, 33, 2, 23, 2, 8, 8, 1, 14, 14, 14, webshell
8, 8, 8, 23, 22, 0, 17, 0, 0, 23, 91, 11, 7, 1, 1, 22, 17, 18, adduser
11, 0, 20, 20, 20, 20, 12, 16, 2, 9, 0, 11, 4, 20, 0, 4, 13, 17, hydraftp
7, 2, 3, 20, 53, 0, 21, 20, 20, 30, 0, 12, 3, 6, 0, 12, 26, 9, hydrassh
10, 2, 9, 25, 21, 0, 20, 1, 0, 12, 12, 12, 7, 6, 0, 11, 11, 18, javameter
9, 2, 7, 10, 17, 0, 21, 4, 0, 20, 0, 12, 8, 8, 8, 21, 14, 8, meterpreter
18, 5, 22, 35, 32, 0, 20, 3, 0, 25, 22, 15, 10, 7, 2, 14, 14, 14, webshell
8, 8, 8, 0, 0, 0, 9, 2, 0, 0, 0, 20, 16, 11, 0, 5, 0, 0, adduser
4, 3, 0, 20, 19, 19, 20, 6, 12, 1, 0, 9, 13, 3, 1, 18, 11, 9, hydraftp
5, 9, 3, 4, 9, 2, 20, 20, 20, 0, 0, 9, 13, 10, 1, 44, 23, 3, hydrassh
4, 28, 3, 0, 2, 55, 12, 9, 2, 12, 12, 12, 22, 6, 2, 1, 2, 336, javameter
12, 9, 2, 0, 0, 8, 10, 3, 0, 1, 1, 19, 8, 8, 8, 3, 3, 3, meterpreter
0, 4, 7, 0, 7, 1, 23, 16, 20, 0, 1, 17, 14, 9, 4, 13, 13, 13, webshell
8, 7, 7, 5, 0, 26, 0, 20, 15, 5, 0, 11, 7, 5, 9, 0, 0, 0, adduser
3, 4, 12, 19, 19, 19, 5, 10, 13, 7, 0, 10, 49, 6, 0, 0, 74, 0, hydraftp
2, 3, 7, 82, 54, 27, 20, 20, 20, 70, 0, 20, 62, 6, 12, 0, 223, 0, hydrassh
3, 8, 15, 25, 0, 47, 2, 17, 16, 12, 12, 12, 6, 5, 14, 0, 2, 0, javameter
10, 7, 5, 24, 0, 39, 0, 22, 10, 11, 0, 14, 8, 8, 8, 0, 0, 0, meterpreter
0, 18, 29, 11, 5, 54, 0, 17, 22, 7, 0, 27, 9, 3, 17, 13, 13, 13, webshell
7, 7, 7, 0, 18, 0, 0, 0, 23, 18, 3, 10, 6, 9, 17, 0, 1, 6, adduser
10, 9, 4, 19, 19, 19, 7, 28, 20, 9, 11, 69, 0, 13, 5, 0, 5, 1, hydraftp
12, 34, 3, 0, 21, 0, 20, 20, 20, 7, 7, 57, 1, 2, 9, 0, 7, 12, hydrassh
5, 13, 7, 0, 32, 0, 19, 0, 25, 12, 11, 11, 1, 6, 16, 3, 4, 9, javameter
6, 17, 8, 0, 13, 0, 12, 0, 10, 13, 3, 6, 8, 8, 8, 0, 3, 11, meterpreter
21, 10, 10, 0, 33, 0, 1, 11, 35, 22, 14, 25, 5, 9, 24, 13, 13, 13, webshell
7, 7, 7, 5, 4, 0, 0, 0, 0, 19, 7, 21, 30, 4, 6, 0, 0, 4, adduser
1, 1, 10, 18, 18, 18, 30, 13, 1, 6, 10, 2, 18, 7, 1, 0, 4, 4, hydraftp
0, 5, 76, 44, 11, 8, 20, 20, 20, 12, 76, 4, 28, 4, 2, 0, 0, 0, hydrassh
0, 1, 11, 1, 1, 185, 0, 2, 1, 11, 11, 11, 20, 5, 1, 0, 9, 2, javameter
0, 12, 11, 3, 0, 0, 0, 0, 1, 14, 11, 13, 8, 8, 8, 0, 1, 3, meterpreter
2, 4, 9, 13, 17, 2, 0, 10, 0, 18, 9, 23, 37, 8, 7, 13, 13, 13, webshell
7, 7, 7, 0, 2, 0, 11, 6, 5, 9, 22, 22, 6, 12, 18, 0, 0, 0, adduser
0, 2, 50, 18, 18, 18, 10, 9, 1, 3, 1, 4, 1, 0, 1, 25, 223, 1, hydraftp
2, 2, 67, 25, 14, 0, 20, 20, 20, 18, 18, 12, 0, 1, 3, 37, 350, 0, hydrassh
3, 1, 19, 1, 9, 0, 12, 17, 3, 11, 11, 11, 0, 6, 8, 3, 7, 0, javameter
11, 6, 26, 0, 6, 1, 14, 5, 4, 15, 24, 21, 8, 8, 8, 0, 0, 0, meterpreter
2, 3, 9, 7, 19, 2, 27, 15, 5, 8, 7, 14, 2, 3, 2, 13, 13, 12, webshell
7, 7, 7, 18, 0, 5, 36, 0, 0, 11, 46, 17, 6, 5, 10, 0, 0, 0, adduser
49, 2, 0, 18, 18, 18, 36, 35, 17, 0, 23, 13, 0, 42, 1, 14, 10, 2, hydraftp
62, 10, 3, 29, 0, 27, 20, 19, 19, 9, 27, 26, 2, 33, 1, 14, 35, 1, hydrassh
6, 3, 5, 34, 0, 6, 25, 1, 0, 11, 11, 11, 1, 6, 4, 2, 1, 0, javameter
8, 13, 2, 21, 0, 6, 31, 3, 0, 12, 46, 14, 8, 8, 8, 0, 0, 0, meterpreter
9, 15, 6, 14, 0, 21, 199, 3, 0, 16, 27, 14, 2, 3, 1, 12, 12, 12, webshell
7, 7, 7, 0, 0, 0, 0, 9, 1, 0, 9, 0, 18, 2, 0, 101, 8, 5, adduser
0, 0, 0, 18, 18, 18, 14, 12, 52, 0, 15, 0, 17, 10, 11, 0, 12, 6, hydraftp
2, 3, 1, 28, 28, 50, 19, 19, 19, 0, 10, 0, 9, 0, 0, 0, 5, 21, hydrassh
2, 2, 4, 0, 0, 0, 0, 18, 1, 11, 10, 10, 18, 1, 5, 17, 14, 10, javameter
3, 4, 9, 0, 0, 0, 2, 9, 0, 0, 4, 0, 8, 8, 8, 0, 5, 5, meterpreter
5, 0, 1, 0, 0, 0, 2, 19, 4, 0, 18, 0, 14, 1, 0, 12, 12, 12, webshell
7, 7, 7, 8, 0, 0, 0, 0, 12, 8, 5, 2, 2, 5, 4, 3, 0, 0, adduser
14, 2, 2, 18, 18, 18, 11, 0, 0, 11, 6, 24, 9, 4, 12, 4, 27, 0, hydraftp
1, 1, 2, 13, 28, 28, 19, 19, 19, 2, 21, 14, 16, 16, 7, 6, 52, 0, hydrassh
6, 2, 3, 10, 0, 0, 0, 0, 9, 10, 10, 10, 2, 5, 5, 5, 0, 6, javameter
5, 6, 6, 11, 0, 0, 0, 0, 18, 6, 5, 10, 7, 7, 7, 3, 0, 0, meterpreter
9, 7, 1, 17, 0, 0, 2, 0, 27, 20, 12, 21, 16, 3, 7, 12, 12, 12, webshell
7, 7, 7, 30, 0, 0, 27, 0, 6, 6, 16, 8, 5, 5, 5, 10, 10, 8, adduser
5, 8, 3, 18, 18, 18, 11, 0, 1, 13, 2, 18, 5, 6, 5, 0, 1, 8, hydraftp
8, 12, 2, 28, 32, 17, 19, 19, 19, 10, 7, 13, 8, 17, 6, 8, 21, 21, hydrassh
4, 9, 4, 20, 0, 1, 30, 0, 1, 10, 10, 10, 6, 5, 5, 8, 8, 14, javameter
10, 14, 3, 8, 0, 0, 24, 0, 13, 18, 14, 11, 7, 7, 7, 3, 6, 2, meterpreter
4, 17, 1, 37, 0, 5, 37, 0, 2, 17, 10, 17, 17, 3, 3, 12, 12, 12, webshell
7, 7, 7, 0, 1, 0, 0, 20, 15, 8, 0, 0, 5, 5, 7, 0, 5, 17, adduser
0, 3, 3, 18, 18, 17, 5, 5, 9, 11, 0, 12, 5, 5, 4, 15, 1, 0, hydraftp
6, 2, 8, 22, 0, 9, 19, 19, 19, 7, 0, 3, 6, 6, 3, 0, 15, 6, hydrassh
5, 4, 9, 0, 0, 39, 4, 14, 10, 10, 10, 10, 5, 5, 8, 3, 5, 6, javameter
4, 1, 4, 0, 0, 0, 10, 19, 22, 9, 0, 0, 7, 7, 7, 0, 7, 14, meterpreter
7, 6, 6, 0, 0, 4, 9, 15, 12, 18, 0, 1, 3, 3, 18, 12, 12, 12, webshell
7, 6, 6, 1, 0, 0, 12, 0, 0, 11, 15, 14, 0, 10, 5, 15, 22, 0, adduser
32, 16, 7, 17, 17, 17, 8, 36, 0, 9, 9, 6, 0, 31, 5, 9, 13, 222, hydraftp
62, 7, 8, 6, 19, 22, 19, 19, 19, 13, 19, 8, 0, 22, 11, 19, 8, 337, hydrassh
16, 16, 14, 0, 0, 0, 13, 0, 1, 10, 10, 10, 1, 14, 5, 10, 20, 6, javameter
14, 3, 17, 1, 0, 0, 11, 0, 0, 24, 22, 18, 7, 7, 7, 22, 16, 0, meterpreter
9, 40, 5, 8, 0, 0, 20, 1, 0, 19, 12, 16, 2, 44, 3, 12, 12, 12, webshell
6, 6, 6, 25, 0, 0, 9, 0, 12, 0, 0, 0, 4, 5, 5, 0, 2, 5, adduser
1, 1, 2, 17, 17, 17, 8, 38, 48, 16, 0, 0, 5, 11, 6, 22, 7, 9, hydraftp
3, 0, 26, 30, 22, 5, 19, 18, 18, 6, 0, 0, 1, 16, 12, 58, 5, 9, hydrassh
0, 1, 5, 35, 0, 0, 14, 1, 23, 10, 9, 9, 1, 5, 5, 2, 8, 5, javameter
4, 0, 2, 16, 0, 0, 30, 0, 13, 0, 0, 0, 7, 7, 7, 0, 4, 13, meterpreter
6, 1, 1, 36, 0, 1, 18, 0, 78, 0, 0, 0, 15, 3, 3, 12, 11, 11, webshell
6, 6, 6, 27, 0, 0, 0, 1, 0, 2, 2, 14, 5, 3, 5, 0, 0, 0, adduser
1, 0, 0, 17, 17, 17, 13, 28, 4, 18, 6, 14, 10, 21, 5, 2, 5, 21, hydraftp
12, 10, 10, 45, 0, 0, 18, 18, 18, 14, 20, 26, 16, 16, 6, 25, 14, 27, hydrassh
9, 3, 7, 16, 0, 0, 1, 13, 0, 9, 9, 9, 5, 7, 5, 5, 2, 1, javameter
11, 6, 12, 13, 0, 0, 0, 5, 0, 6, 3, 16, 7, 7, 7, 9, 9, 0, meterpreter
13, 2, 8, 39, 0, 0, 8, 23, 0, 19, 16, 18, 3, 25, 3, 11, 11, 11, webshell
6, 6, 6, 18, 25, 18, 0, 9, 22, 5, 12, 6, 4, 0, 4, 4, 0, 3, adduser
13, 1, 91, 17, 17, 17, 10, 3, 1, 32, 0, 1, 6, 0, 3, 3, 0, 2, hydraftp
10, 19, 120, 35, 31, 17, 18, 18, 18, 578, 19, 12, 3, 0, 3, 9, 0, 1, hydrassh
10, 1, 6, 39, 26, 23, 0, 11, 11, 9, 9, 9, 8, 1, 2, 5, 0, 1, javameter
18, 13, 9, 52, 28, 27, 0, 15, 24, 2, 18, 11, 7, 7, 7, 5, 0, 1, meterpreter
17, 2, 6, 49, 28, 28, 1, 8, 7, 46, 27, 13, 21, 1, 2, 11, 11, 11, webshell
6, 6, 6, 0, 0, 0, 1, 0, 0, 13, 0, 0, 5, 5, 5, 23, 5, 0, adduser
0, 0, 0, 17, 17, 17, 0, 30, 0, 12, 2, 4, 10, 4, 8, 2, 19, 28, hydraftp
5, 3, 1, 25, 0, 7, 18, 18, 18, 17, 7, 0, 16, 13, 16, 16, 82, 20, hydrassh
9, 3, 1, 0, 0, 0, 0, 0, 2, 9, 9, 9, 5, 5, 5, 8, 25, 0, javameter
7, 4, 8, 0, 0, 0, 0, 0, 0, 20, 0, 1, 7, 7, 7, 20, 24, 0, meterpreter
8, 3, 5, 0, 0, 0, 0, 0, 1, 18, 0, 13, 3, 3, 3, 11, 11, 11, webshell
6, 6, 6, 0, 0, 0, 0, 0, 1, 6, 20, 8, 5, 0, 0, 0, 5, 0, adduser
0, 2, 6, 17, 17, 17, 16, 43, 8, 0, 1, 20, 7, 2, 1, 20, 9, 0, hydraftp
1, 1, 1, 0, 4, 0, 17, 17, 17, 5, 11, 3, 15, 1, 0, 43, 4, 0, hydrassh
0, 2, 2, 0, 0, 0, 226, 0, 2, 9, 9, 9, 5, 0, 2, 0, 4, 1, javameter
5, 1, 3, 0, 0, 1, 0, 0, 5, 7, 32, 7, 7, 7, 7, 0, 1, 0, meterpreter
3, 1, 3, 0, 0, 0, 2, 0, 9, 8, 11, 22, 3, 3, 2, 11, 11, 11, webshell
6, 6, 6, 0, 33, 0, 0, 5, 13, 20, 10, 26, 5, 5, 5, 0, 3, 65, adduser
1, 2, 1, 17, 17, 17, 4, 6, 12, 7, 11, 6, 6, 11, 4, 5, 7, 24, hydraftp
2, 6, 0, 0, 47, 2, 17, 17, 17, 14, 14, 10, 14, 21, 12, 13, 6, 73, hydrassh
1, 6, 0, 0, 32, 0, 0, 5, 9, 9, 9, 9, 5, 5, 5, 6, 5, 33, javameter
8, 6, 8, 0, 15, 0, 0, 7, 20, 21, 7, 18, 7, 7, 7, 9, 2, 62, meterpreter
7, 3, 2, 0, 47, 0, 2, 3, 18, 17, 20, 20, 3, 3, 3, 11, 11, 11, webshell
6, 6, 6, 0, 0, 0, 21, 47, 22, 7, 7, 2, 5, 5, 6, 20, 9, 20, adduser
2, 2, 0, 17, 17, 17, 13, 24, 12, 8, 3, 7, 5, 5, 0, 1, 9, 3, hydraftp
7, 4, 2, 14, 29, 12, 17, 17, 17, 12, 8, 5, 12, 6, 5, 11, 4, 10, hydrassh
2, 5, 1, 0, 1, 1, 13, 26, 18, 9, 9, 8, 5, 5, 9, 9, 2, 20, javameter
6, 7, 8, 0, 0, 0, 15, 13, 28, 14, 4, 4, 7, 7, 7, 32, 7, 25, meterpreter
10, 2, 2, 0, 20, 0, 17, 46, 29, 17, 6, 11, 3, 3, 8, 11, 11, 11, webshell
6, 6, 5, 18, 0, 0, 18, 0, 0, 0, 0, 0, 5, 4, 5, 13, 0, 3, adduser
1, 9, 18, 17, 17, 17, 17, 15, 10, 1, 0, 0, 1, 0, 5, 0, 0, 7, hydraftp
1, 20, 44, 9, 8, 0, 17, 17, 17, 0, 0, 0, 15, 2, 14, 13, 0, 3, hydrassh
0, 17, 1, 18, 0, 0, 23, 1, 224, 8, 8, 8, 5, 0, 5, 5, 0, 2, javameter
1, 5, 3, 8, 0, 0, 27, 0, 0, 1, 0, 0, 7, 7, 7, 4, 0, 2, meterpreter
0, 15, 13, 14, 0, 0, 28, 6, 0, 0, 0, 0, 12, 5, 3, 11, 11, 10, webshell
5, 5, 5, 0, 0, 0, 9, 23, 14, 7, 5, 0, 3, 9, 5, 2, 0, 3, adduser
14, 4, 0, 17, 17, 16, 2, 11, 1, 4, 4, 11, 0, 1, 5, 3, 3, 2, hydraftp
